task_id	soc_code	task	is_manual	rationale
10194	51-4072.00	Operate hoists to position dies or patterns on foundry floors.	True	Operating hoists requires hands-on control of mechanical equipment to physically move and position heavy objects (dies/patterns) in foundry work.
10195	51-4072.00	Smooth and clean inner surfaces of molds, using brushes, scrapers, air hoses, or grinding wheels, and fill imperfections with refractory material.	True	Task involves physical operation of tools (brushes, scrapers, air hoses, grinding wheels) and manual manipulation of materials to smooth, clean, and fill mold surfaces.
10196	51-4072.00	Obtain and move specified patterns to work stations, manually or using hoists, and secure patterns to machines, using wrenches.	True	Involves physical manipulation of objects (patterns), operation of hoists (machinery), and use of tools (wrenches) to secure items.
10197	51-4072.00	Perform maintenance work such as cleaning and oiling machines.	True	Cleaning and oiling machines requires physical manipulation and hands-on operation of tools and equipment to maintain machinery.
10198	51-4072.00	Repair or replace damaged molds, pipes, belts, chains, or other equipment, using hand tools, hand-powered presses, or jib cranes.	True	Task involves physical manipulation and repair of equipment using hand tools, presses, and cranes—direct physical work on tangible objects.
10200	51-4072.00	Select coolants and lubricants, and start their flow.	True	Selecting, handling, and activating flow of coolants/lubricants requires physical manipulation of materials and equipment controls.
10203	51-4072.00	Select and install blades, tools, or other attachments for each operation.	True	Selecting and installing physical attachments requires hands-on manipulation of tangible tools and blades.
10206	51-4081.00	Inspect workpieces for defects, and measure workpieces to determine accuracy of machine operation, using rules, templates, or other measuring instruments.	True	Physical inspection of workpieces requires hands-on measurement using tangible instruments like rules and templates, involving direct tactile interaction with physical objects.
10207	51-4081.00	Observe machine operation to detect workpiece defects or machine malfunctions, adjusting machines as necessary.	True	Requires physical presence at work site to observe machines, inspect workpieces, and manually adjust machinery as needed.
10209	51-4081.00	Set up and operate machines, such as lathes, cutters, shears, borers, millers, grinders, presses, drills, or auxiliary machines, to make metallic and plastic workpieces.	True	Requires operation of physical machinery and tools to manipulate and shape tangible metal and plastic workpieces.
10210	51-4081.00	Position, adjust, and secure stock material or workpieces against stops, on arbors, or in chucks, fixtures, or automatic feeding mechanisms, manually or using hoists.	True	Task involves physical positioning, adjusting, and securing material and workpieces using manual handling and/or hoists—direct physical manipulation of objects and equipment.
10211	51-4081.00	Select, install, and adjust alignment of drills, cutters, dies, guides, and holding devices, using templates, measuring instruments, and hand tools.	True	Task requires physical manipulation of tools and equipment (drills, cutters, dies), hands-on installation and adjustment, and use of hand tools and measuring instruments.
10212	51-4081.00	Change worn machine accessories, such as cutting tools or brushes, using hand tools.	True	Requires physical manipulation of machine accessories and hand tools to replace worn parts.
10213	51-4081.00	Make minor electrical and mechanical repairs and adjustments to machines and notify supervisors when major service is required.	True	Task involves physical repair and adjustment of machines, requiring hands-on manipulation of tools and equipment.
10214	51-4081.00	Start machines and turn handwheels or valves to engage feeding, cooling, and lubricating mechanisms.	True	Requires physical operation of machinery controls (starting machines, turning handwheels/valves) and manipulation of mechanical components.
10215	51-4081.00	Perform minor machine maintenance, such as oiling or cleaning machines, dies, or workpieces, or adding coolant to machine reservoirs.	True	Requires physical manipulation of machines and materials—oiling, cleaning, adding coolant involves hands-on maintenance work.
10216	51-4081.00	Select the proper coolants and lubricants and start their flow.	True	Selecting and starting coolant/lubricant flow involves physical manipulation of machinery controls and systems.
