task_id	soc_code	task	task_category	human_time_minutes	human_time_rationale	robot_success_prob	robot_success_rationale
20778	41-2022.00	Pick up and deliver parts.	manipulation	10.0	One instance = picking up a part from a source location and delivering it to a destination; typical warehouse/factory run takes ~10 minutes including walking and handoff.	45.0	Humanoids can walk flat indoor terrain and grasp common parts reasonably well, but varied part shapes, cluttered environments, navigation to correct destination, and safe handoff reduce reliability significantly.
13365	45-2091.00	Operate towed machines such as seed drills or manure spreaders to plant, fertilize, dust, and spray crops.	vehicle operation	180.0	One instance = completing a single field pass/session with a towed implement (e.g., seeding or spreading one field). Typical field operation runs 2–4 hours for a mid-sized field.	3.0	Requires operating a tractor/towed agricultural machinery on varied outdoor terrain. Humanoid robots cannot drive tractors in the field; this is heavy vehicle operation requiring specialized controls, not reachable by 2026 general-purpose humanoids.
13360	45-2091.00	Manipulate controls to set, activate, and adjust mechanisms on machinery.	manipulation	5.0	One instance = setting/activating/adjusting controls on one machine for one job setup. A competent operator typically takes 3–7 minutes to configure, start, and tune a machine.	22.0	Requires identifying diverse control types (knobs, levers, touchscreens, keypads), reading displays, and precise adjustment. Current robots struggle with varied UI generalization, fine rotary control, and confirming correct parameter values.
755	43-4171.00	Collect, sort, distribute, or prepare mail, messages, or courier deliveries.	manipulation	20.0	One instance = a typical batch of mail/parcels for a workday (collect, sort, and distribute to recipients in one office or route). ~20 min for a moderate volume.	18.0	Requires reading addresses/labels (perception), navigating varied environments, handling irregular packages, and knowing recipient locations. Current robots struggle with unstructured multi-step workflows, label reading reliability, and navigating full building routes autonomously.
13420	45-2093.00	Shift animals between grazing areas to ensure that they have sufficient access to food.	locomotion	45.0	One instance = moving a herd from one grazing area to an adjacent one. A competent farmhand typically takes 30–60 minutes to gather, herd, and secure animals in the new area.	4.0	Requires outdoor rough-terrain locomotion, animal behavioral understanding, herding coordination, and gate/fence operation across large unstructured environments. Current humanoids lack the mobility, animal-interaction capability, and endurance for this task.
13422	45-2093.00	Perform duties related to livestock reproduction, such as breeding animals within appropriate timeframes, performing artificial inseminations, and helping with animal births.	caregiving	60.0	One instance = one reproductive event (AI procedure, supervised breeding session, or assisted birth). A competent livestock worker spends ~30–90 min per event; 60 min is a reasonable median.	2.0	Requires extreme fine dexterity (AI catheter insertion, obstetric manipulation), biological judgment, animal-handling in unstructured pens, and force-sensitive touch far beyond current humanoid capability. No deployed system approaches this.
13416	45-2093.00	Move equipment, poultry, or livestock from one location to another, manually or using trucks or carts.	locomotion	25.0	One instance = moving a batch of equipment, poultry, or livestock between two locations on a farm/facility. Typical trip (loading, transporting, unloading) takes ~20–30 min.	5.0	Requires driving trucks/carts (humanoids cannot operate vehicles), herding live animals (highly unstructured), and navigating outdoor/farm terrain. Extreme generalization demands and animal-handling unpredictability make autonomous success near-zero.
7661	27-2011.00	Construct puppets and ventriloquist dummies, and sew accessory clothing, using hand tools and machines.	assembly	480.0	One instance = completing one puppet/dummy with accessory clothing. A competent craftsperson typically takes 6–10 hours for a full puppet/dummy build including sewing.	2.0	Requires extreme fine dexterity for carving, sculpting, detailed sewing, and tool use across highly varied materials and complex 3D forms. Far beyond current general-purpose robot capabilities in unstructured craft settings.
7498	19-1031.02	Maintain soil stability and vegetation for non-grazing uses, such as wildlife habitats and outdoor recreation.	inspection	120.0	One instance = one site visit/maintenance session covering a defined land parcel. Includes assessing soil, vegetation, erosion, and performing corrective actions (seeding, mulching, etc.). Typically 2 hours per session.	4.0	Requires outdoor terrain navigation, ecological assessment judgment, multi-tool use (seeding, mulching, erosion control), and adaptive decision-making across unstructured environments. Frontier humanoids lack the mobility, domain knowledge integration, and specialized tool operation needed.
20805	49-9011.00	Prepare doors for hardware installation, such as drilling holes to install locks.	assembly	30.0	One instance = preparing one door (marking, drilling bore hole and latch hole, chiseling mortise). A competent carpenter typically takes 20–40 minutes per door.	5.0	Requires precise measurement, marking, power-drill and chisel use, variable door materials/positions, and force control. Current humanoids lack the fine dexterity, tool-use generalization, and spatial accuracy needed for acceptable carpentry-grade results.
